order_id,order_date,city,restaurant_name,food_category,item_name,quantity,unit_price,discount,delivery_fee,gst,total_sales,delivery_time_min,payment_method,order_status,customer_rating,delivery_partner
701118,2/26/2025,Pune,Pizza Corner,Chinese,Noodles,3,225.5,36.55,34.85,32,706.8,40,Card,Delivered,3.3,Priya
701119,4/21/2025,Jaipur,Spice Hub,Burger,Cheese Burger,2,332.31,2.81,25.26,33.09,720.16,32,Card,Delivered,4,Neha
701120,11/15/2025,Surat,South Treat,South Indian,Uttapam,4,165.85,60.13,33.63,30.16,667.06,15,Card,Delivered,4.4,Priya
701121,6/20/2026,Vadodara,South Treat,Dessert,Brownie,1,256.26,35.17,58.35,11.05,290.49,59,Card,Delivered,3.3,Amit
701122,9/28/2025,Gandhinagar,Pizza Corner,Chinese,Fried Rice,3,313.8,15.05,32.22,46.32,1004.89,30,Card,Cancelled,,Suresh
701123,5/1/2026,Surat,Chinese Wok,Burger,Cheese Burger,4,171.73,8.38,45.11,33.93,757.58,47,Wallet,Cancelled,,Ravi
701124,1/1/2025,Surat,Pizza Corner,Beverages,Fresh Juice,4,82.43,20.88,59.34,15.44,383.62,66,Wallet,Delivered,4.8,Karan
701125,12/1/2025,Rajkot,Urban Tadka,Pizza,Farmhouse,5,369.69,57.76,36.07,89.53,1916.29,43,Cash,Delivered,4.8,Ravi
701126,9/17/2025,Mumbai,Spice Hub,Chinese,Manchurian,5,349.55,19.91,27.41,86.39,1841.64,21,Cash,Cancelled,,Amit
701127,2/21/2025,Gandhinagar,Urban Tadka,Beverages,Fresh Juice,5,120.82,27.82,32.7,28.81,637.79,19,Cash,Delivered,4.4,Ravi
701128,1/13/2026,Mumbai,Food Fiesta,Biryani,Hyderabadi Veg,2,277.05,19.01,34.95,26.75,596.79,62,Wallet,Delivered,4.8,Rahul
701129,3/13/2025,Surat,Food Fiesta,North Indian,Paneer Butter Masala,1,380.35,23.9,31.94,17.82,406.21,24,Card,Cancelled,,Suresh
701130,3/21/2026,Ahmedabad,Chinese Wok,Chinese,Noodles,3,265.35,17.96,20.43,38.9,837.42,47,UPI,Delivered,3.4,Suresh
701131,8/21/2025,Ahmedabad,Burger House,North Indian,Naan Combo,4,96.7,39.73,33.62,17.35,398.04,67,Cash,Delivered,4.9,Ravi
701132,6/10/2026,Pune,Burger House,Pizza,Veg Supreme,4,364.77,69.28,50.91,69.49,1510.2,20,Wallet,Delivered,3.9,Amit
701133,7/13/2025,Gandhinagar,Spice Hub,South Indian,Uttapam,3,80.71,17.24,57.45,11.24,293.58,32,Card,Cancelled,,Amit
701134,3/6/2025,Surat,Urban Tadka,North Indian,Naan Combo,5,335.66,13.76,55.81,83.23,1803.58,41,Wallet,Delivered,3.6,Priya
701135,11/29/2025,Vadodara,Pizza Corner,Biryani,Paneer Biryani,4,214.19,63.34,48.38,39.67,881.47,31,Wallet,Delivered,3.6,Ravi
701136,3/8/2025,Jaipur,Pizza Corner,Pizza,Farmhouse,3,133.65,61.72,20.95,16.96,377.14,24,UPI,Cancelled,,Vikas
701137,4/28/2025,Mumbai,Chinese Wok,North Indian,Naan Combo,2,387.88,64.16,24.08,35.58,771.26,56,UPI,Delivered,4.3,Suresh
701138,6/20/2026,Ahmedabad,Spice Hub,Biryani,Hyderabadi Veg,1,370.24,15.42,34.41,17.74,406.97,59,Cash,Cancelled,,Neha
701139,3/14/2025,Ahmedabad,Urban Tadka,Burger,Cheese Burger,2,110.4,79.63,52.13,7.06,200.36,47,UPI,Delivered,3.2,Neha
701140,2/4/2026,Surat,South Treat,Beverages,Cold Coffee,4,304.39,25.7,25.63,59.59,1277.08,45,Card,Delivered,4.3,Ravi
701141,8/8/2025,Ahmedabad,Spice Hub,North Indian,Naan Combo,5,93.54,72.35,33.32,19.77,448.44,15,UPI,Delivered,4.1,Karan
701142,5/10/2026,Pune,Pizza Corner,South Indian,Idli,4,117.31,2.22,38,23.35,528.37,31,Wallet,Delivered,4.4,Karan
701143,1/21/2025,Ahmedabad,Spice Hub,Chinese,Fried Rice,3,203.24,21.8,46.16,29.4,663.48,45,Card,Delivered,4.9,Vikas
701144,11/19/2025,Pune,Chinese Wok,Burger,Paneer Burger,5,333.74,10.11,29.9,82.93,1771.42,45,Wallet,Delivered,3.9,Rahul
701145,1/12/2026,Jaipur,Burger House,Dessert,Ice Cream,3,279.76,73.37,54.27,38.3,858.48,67,Card,Delivered,3.6,Suresh
701146,8/12/2025,Ahmedabad,Biryani Express,North Indian,Naan Combo,3,381.26,57.41,27,54.32,1167.69,64,UPI,Delivered,5,Neha
701147,3/9/2025,Jaipur,Chinese Wok,Beverages,Lassi,5,325.42,30.99,30.09,79.81,1706.01,46,UPI,Delivered,4.3,Rahul
701148,6/20/2026,Surat,South Treat,Dessert,Gulab Jamun,3,139.53,46.8,30.88,18.59,421.26,63,Card,Delivered,3.7,Rahul
701149,6/29/2025,Surat,Chinese Wok,Chinese,Manchurian,5,357.21,23.06,27.95,88.15,1879.09,67,Card,Delivered,3.2,Neha
701150,6/5/2025,Gandhinagar,Urban Tadka,Dessert,Ice Cream,3,321.97,26.72,21.81,46.96,1007.96,69,UPI,Delivered,4,Priya
701151,10/6/2025,Ahmedabad,Pizza Corner,Pizza,Farmhouse,3,92.47,16.12,26.96,13.06,301.31,43,UPI,Delivered,3.1,Vikas
701152,5/3/2026,Gandhinagar,Food Fiesta,North Indian,Naan Combo,5,128.09,16.72,24.39,31.19,679.31,43,Card,Delivered,4.3,Priya
701153,5/24/2025,Rajkot,Burger House,Chinese,Noodles,5,125.75,71.22,41.88,27.88,627.29,16,Cash,Cancelled,,Rahul
701154,3/24/2026,Jaipur,Pizza Corner,South Indian,Uttapam,5,307.65,69.77,46.09,73.42,1587.99,25,UPI,Delivered,4.6,Rahul
701155,4/1/2025,Pune,Food Fiesta,Burger,Paneer Burger,3,396.81,23.53,28.32,58.35,1253.57,29,Cash,Cancelled,,Suresh
701156,11/12/2025,Rajkot,Burger House,Biryani,Hyderabadi Veg,1,154.45,67.37,54.78,4.35,146.21,64,UPI,Delivered,3,Suresh
701157,3/26/2026,Pune,Spice Hub,Beverages,Cold Coffee,2,310.93,27.71,38.52,29.71,662.38,39,Card,Delivered,3.4,Neha
701158,12/4/2025,Gandhinagar,Food Fiesta,Pizza,Margherita,2,240.19,6.68,33.03,23.69,530.42,27,Card,Delivered,4.4,Rahul
701159,3/9/2026,Mumbai,Spice Hub,South Indian,Uttapam,2,399.65,52.75,38.5,37.33,822.38,40,Wallet,Delivered,3.8,Amit
701160,9/28/2025,Rajkot,Biryani Express,Burger,Paneer Burger,1,82.47,65.68,56.11,0.84,73.74,63,Cash,Delivered,3.8,Rahul
701161,3/18/2026,Gandhinagar,Biryani Express,South Indian,Idli,4,379.32,18.8,53.51,74.92,1626.91,62,UPI,Delivered,3.7,Neha
701162,1/24/2025,Mumbai,South Treat,Chinese,Fried Rice,2,291.99,1.36,48.04,29.13,659.79,37,Cash,Delivered,3.4,Rahul
701163,4/15/2026,Vadodara,Food Fiesta,Burger,Veg Burger,3,253.27,39.18,39.12,36.03,795.78,49,Cash,Delivered,3.4,Vikas
701164,2/22/2026,Vadodara,Food Fiesta,Biryani,Paneer Biryani,4,368.09,51.37,55.27,71.05,1547.31,19,UPI,Delivered,3.5,Neha
701165,4/25/2025,Mumbai,Food Fiesta,Beverages,Cold Coffee,3,320.97,20.17,43.1,47.14,1032.98,57,Cash,Delivered,3.4,Amit
701166,6/16/2026,Gandhinagar,Urban Tadka,North Indian,Paneer Butter Masala,2,267.92,15.01,43.75,26.04,590.62,27,Wallet,Delivered,4.9,Rahul
701167,3/9/2025,Vadodara,Chinese Wok,South Indian,Uttapam,5,163.19,76.34,48.78,36.98,825.37,69,Card,Delivered,4,Karan
701168,4/23/2026,Pune,Food Fiesta,Chinese,Fried Rice,3,127.5,73.27,44.48,15.46,369.17,45,Cash,Cancelled,,Amit
701169,1/8/2026,Pune,Biryani Express,Chinese,Fried Rice,1,288.04,38.6,51.41,12.47,313.32,19,UPI,Delivered,4.8,Karan
701170,1/17/2026,Mumbai,Pizza Corner,Dessert,Ice Cream,1,377.16,63.78,38.36,15.67,367.41,45,UPI,Cancelled,,Neha
701171,4/26/2025,Pune,Urban Tadka,Biryani,Veg Biryani,5,265.04,71.69,54.65,62.68,1370.84,35,Cash,Delivered,4.9,Suresh
701172,3/5/2025,Ahmedabad,Spice Hub,Biryani,Paneer Biryani,1,293.22,54.28,51.43,11.95,302.32,48,Card,Delivered,4,Vikas
701173,6/9/2025,Ahmedabad,Food Fiesta,Pizza,Farmhouse,1,233.45,5.82,52.06,11.38,291.07,75,UPI,Delivered,4.4,Amit
701174,3/12/2026,Pune,Burger House,Dessert,Brownie,2,243.72,29.34,56.47,22.91,537.48,34,Card,Cancelled,,Vikas
701175,7/28/2025,Surat,Biryani Express,South Indian,Masala Dosa,3,131.55,68.24,38.09,16.32,380.82,46,Cash,Delivered,3.3,Neha
701176,1/18/2025,Gandhinagar,Pizza Corner,Dessert,Brownie,3,197.17,40.69,48.19,27.54,626.55,60,UPI,Cancelled,,Suresh
701177,8/23/2025,Ahmedabad,Biryani Express,Chinese,Fried Rice,5,252,25.78,43.76,61.71,1339.69,71,Wallet,Delivered,3.9,Priya
701178,1/5/2026,Rajkot,Biryani Express,Pizza,Veg Supreme,5,361.04,32.83,35.37,88.62,1896.36,72,UPI,Delivered,3.9,Rahul
701179,12/26/2025,Gandhinagar,Food Fiesta,Pizza,Veg Supreme,3,318.29,78.03,54.64,43.84,975.32,68,UPI,Delivered,4,Neha
701180,12/1/2025,Surat,Burger House,Chinese,Fried Rice,3,351.63,72.57,59.47,49.12,1090.91,38,UPI,Delivered,3.1,Amit
701181,1/27/2025,Surat,Urban Tadka,North Indian,Paneer Butter Masala,1,387.31,18.33,26.25,18.45,413.68,20,Cash,Delivered,4.9,Amit
701182,3/3/2026,Jaipur,Burger House,Chinese,Fried Rice,4,198.17,24.56,52.17,38.41,858.7,19,Card,Delivered,4.5,Amit
701183,12/9/2025,Jaipur,Spice Hub,Burger,Veg Burger,3,285.35,12.86,47.43,42.16,932.78,27,Cash,Delivered,3,Rahul
701184,2/11/2026,Rajkot,South Treat,Biryani,Hyderabadi Veg,2,397.29,24.58,56.67,38.5,865.17,28,Cash,Delivered,4.1,Vikas
701185,7/18/2025,Vadodara,Spice Hub,Chinese,Fried Rice,3,214.87,42.41,48.06,30.11,680.37,74,Card,Delivered,4.8,Rahul
701186,4/9/2026,Surat,Chinese Wok,Chinese,Fried Rice,4,303.07,70.15,30.86,57.11,1230.1,70,Cash,Delivered,3.2,Neha
701187,1/16/2025,Rajkot,Food Fiesta,Burger,Paneer Burger,1,386.06,61.81,53.13,16.21,393.59,58,Card,Delivered,3.6,Vikas
701188,9/24/2025,Mumbai,Urban Tadka,Chinese,Noodles,4,374.79,31.05,39.85,73.41,1581.37,35,Wallet,Delivered,3.9,Vikas
701189,4/15/2026,Vadodara,Urban Tadka,North Indian,Naan Combo,1,162.12,40.43,28.77,6.08,156.54,28,Cash,Delivered,4.5,Priya
701190,11/24/2025,Vadodara,Pizza Corner,Chinese,Manchurian,1,367.4,31.79,21.07,16.78,373.46,57,Card,Delivered,3.4,Suresh
701191,4/3/2026,Rajkot,Biryani Express,Pizza,Margherita,3,306.05,13.82,48.76,45.22,998.31,57,Cash,Delivered,4.3,Karan
701192,11/9/2025,Vadodara,Chinese Wok,North Indian,Naan Combo,1,202.1,22.84,54.38,8.96,242.6,65,Wallet,Cancelled,,Amit
701193,11/11/2025,Rajkot,Pizza Corner,Pizza,Farmhouse,4,272.69,58.88,36.1,51.59,1119.57,22,UPI,Cancelled,,Priya
701194,1/15/2026,Ahmedabad,Biryani Express,Chinese,Noodles,4,193.97,11.68,24.09,38.21,826.5,36,Card,Delivered,4.7,Amit
701195,1/7/2026,Vadodara,Biryani Express,Biryani,Paneer Biryani,4,126.06,21.3,42.09,24.15,549.18,26,UPI,Delivered,4.1,Priya
701196,3/13/2025,Gandhinagar,Biryani Express,Biryani,Veg Biryani,2,284.86,8.2,25.66,28.08,615.26,27,Wallet,Cancelled,,Ravi
701197,11/17/2025,Mumbai,Food Fiesta,South Indian,Masala Dosa,5,348.22,54.77,49.45,84.32,1820.1,53,Cash,Delivered,4.3,Ravi
701198,11/23/2025,Vadodara,Pizza Corner,North Indian,Dal Makhani,4,361.7,72.62,44.24,68.71,1487.13,72,Cash,Delivered,4.9,Vikas
701199,6/12/2026,Rajkot,South Treat,Burger,Cheese Burger,2,241.47,10.78,28.48,23.61,524.25,55,Wallet,Cancelled,,Amit
701200,1/1/2025,Pune,Food Fiesta,Biryani,Veg Biryani,4,184.62,26.11,20.81,35.62,768.8,26,Cash,Cancelled,,Neha
701201,2/2/2025,Mumbai,Food Fiesta,Chinese,Noodles,2,148.03,9.88,49.63,14.31,350.12,35,Cash,Cancelled,,Suresh
701202,2/20/2026,Rajkot,Spice Hub,Chinese,Noodles,5,396.3,56.41,21.61,96.25,2042.95,73,UPI,Delivered,3.8,Neha
701203,11/12/2025,Surat,Burger House,North Indian,Paneer Butter Masala,3,230.54,55.07,24.59,31.83,692.97,55,Card,Cancelled,,Vikas
701204,11/26/2025,Rajkot,Biryani Express,Beverages,Fresh Juice,1,256.19,32.17,32.62,11.2,267.84,41,Wallet,Delivered,3.5,Ravi
701205,12/5/2025,Surat,Chinese Wok,Dessert,Brownie,2,213.81,41.06,50.15,19.33,456.04,31,Cash,Delivered,4.6,Amit
701206,5/9/2026,Mumbai,Burger House,Burger,Paneer Burger,4,109.19,8.25,20.93,21.43,470.87,16,Wallet,Delivered,3,Amit
701207,2/8/2025,Vadodara,Food Fiesta,South Indian,Idli,1,253.7,43.39,23.68,10.52,244.51,16,Card,Delivered,4.7,Karan
701208,8/29/2025,Gandhinagar,Spice Hub,Beverages,Lassi,2,84.35,70.04,50.96,4.93,154.55,17,UPI,Delivered,3.3,Priya
701209,6/6/2025,Pune,Urban Tadka,Pizza,Veg Supreme,3,228.15,45.27,21.57,31.96,692.71,74,Wallet,Cancelled,,Rahul
701210,8/6/2025,Rajkot,Pizza Corner,Pizza,Veg Supreme,3,282.66,4.43,37.6,42.18,923.33,70,Cash,Delivered,3.9,Amit
701211,12/9/2025,Ahmedabad,Spice Hub,Burger,Paneer Burger,5,130.02,71.01,52.73,28.95,660.77,37,Cash,Delivered,3.5,Suresh
701212,1/18/2026,Rajkot,Food Fiesta,Pizza,Margherita,5,132.77,32.11,42.34,31.59,705.67,67,Cash,Delivered,4.4,Vikas
701213,3/27/2025,Rajkot,Food Fiesta,Biryani,Paneer Biryani,4,126.6,36.68,44.43,23.49,537.64,44,Wallet,Cancelled,,Karan
701214,8/10/2025,Pune,Urban Tadka,Pizza,Farmhouse,4,235.1,57.93,40.35,44.12,966.94,57,Cash,Delivered,4.1,Ravi
701215,3/6/2025,Pune,Burger House,Biryani,Paneer Biryani,2,119.29,31.74,42.04,10.34,259.22,75,UPI,Cancelled,,Amit
701216,3/24/2026,Ahmedabad,Pizza Corner,Biryani,Paneer Biryani,1,135.19,12.44,25.36,6.14,154.25,69,Cash,Delivered,4.5,Neha
701217,8/28/2025,Vadodara,Urban Tadka,Beverages,Cold Coffee,5,203.31,38.62,54.84,48.9,1081.67,25,Cash,Cancelled,,Neha
701218,2/21/2025,Ahmedabad,Pizza Corner,Chinese,Noodles,3,226.51,25.04,39.05,32.72,726.26,19,Cash,Cancelled,,Vikas
701219,8/11/2025,Pune,Pizza Corner,North Indian,Dal Makhani,5,393.43,33.65,22.11,96.68,2052.29,52,UPI,Delivered,3.7,Amit
701220,1/27/2025,Gandhinagar,Pizza Corner,Beverages,Fresh Juice,3,200.12,13.02,23.74,29.37,640.45,20,UPI,Delivered,3.7,Neha
701221,6/11/2025,Vadodara,Urban Tadka,Pizza,Veg Supreme,2,200.7,18.69,50.96,19.14,452.81,19,UPI,Delivered,3.4,Amit
701222,2/24/2026,Gandhinagar,Biryani Express,Burger,Veg Burger,4,223.26,3.98,29.09,44.45,962.6,45,Wallet,Delivered,3.7,Ravi
701223,1/20/2026,Jaipur,Biryani Express,Dessert,Ice Cream,2,366.37,6.96,37.35,36.29,799.42,48,Card,Cancelled,,Ravi
701224,5/1/2025,Surat,South Treat,Biryani,Veg Biryani,3,388.21,79.48,25.45,54.26,1164.86,59,UPI,Delivered,4.3,Priya
701225,5/31/2025,Rajkot,Burger House,South Indian,Uttapam,1,171.29,64.79,20.68,5.32,132.5,49,Cash,Delivered,3.4,Rahul
701226,4/16/2025,Vadodara,Urban Tadka,North Indian,Paneer Butter Masala,2,339.54,69.57,23.87,30.48,663.86,38,Card,Delivered,3.7,Rahul
701227,5/22/2026,Rajkot,South Treat,Biryani,Paneer Biryani,4,228.87,78.44,42.15,41.85,921.04,58,UPI,Delivered,3.4,Karan
701228,3/18/2025,Surat,South Treat,South Indian,Masala Dosa,1,310.54,22.67,34.99,14.39,337.25,71,Cash,Cancelled,,Priya
701229,5/31/2025,Gandhinagar,Burger House,Biryani,Hyderabadi Veg,1,155.64,49.82,51.99,5.29,163.1,72,Card,Delivered,3.2,Rahul
701230,12/31/2025,Mumbai,Spice Hub,Biryani,Paneer Biryani,2,204.66,34.22,34.34,18.76,428.2,33,Wallet,Delivered,3.7,Priya
701231,2/9/2026,Vadodara,Chinese Wok,Chinese,Fried Rice,1,200.66,37.44,23.68,8.16,195.06,69,Card,Delivered,3.7,Karan
701232,1/17/2026,Pune,Chinese Wok,South Indian,Masala Dosa,5,286.97,10.21,34.37,71.23,1530.24,47,UPI,Delivered,4.4,Rahul
701233,3/26/2025,Rajkot,Chinese Wok,Beverages,Cold Coffee,4,164.21,18.49,51.69,31.92,721.96,63,Cash,Delivered,4.7,Rahul
701234,7/3/2025,Rajkot,South Treat,South Indian,Idli,2,205.05,47.35,29.46,18.14,410.35,46,UPI,Delivered,4.7,Neha
701235,5/11/2026,Vadodara,Chinese Wok,Dessert,Brownie,4,153.9,4.45,38.95,30.56,680.66,53,UPI,Cancelled,,Neha
701236,1/31/2026,Gandhinagar,Biryani Express,Chinese,Manchurian,1,250.09,5.1,28.62,12.25,285.86,15,Card,Delivered,5,Ravi
701237,2/13/2025,Jaipur,Pizza Corner,South Indian,Uttapam,3,368.06,16.41,37.37,54.39,1179.53,24,Cash,Cancelled,,Rahul
701238,9/11/2025,Jaipur,Spice Hub,North Indian,Dal Makhani,3,200,35.33,31.56,28.23,624.46,66,UPI,Delivered,3.6,Vikas
701239,11/16/2025,Pune,Burger House,Pizza,Margherita,2,260.76,75.29,21.15,22.31,489.69,61,Card,Delivered,4.6,Suresh
701240,1/22/2026,Rajkot,Burger House,Chinese,Fried Rice,5,114,47.62,48.91,26.12,597.41,27,Card,Cancelled,,Karan
701241,3/7/2026,Rajkot,South Treat,Biryani,Hyderabadi Veg,4,80.84,9.39,39.53,15.7,369.2,50,UPI,Cancelled,,Vikas
701242,4/29/2026,Pune,Burger House,Pizza,Margherita,2,369.31,11.28,35.82,36.37,799.53,27,Wallet,Delivered,3.2,Vikas
701243,6/3/2026,Gandhinagar,Burger House,Pizza,Veg Supreme,3,384.07,77.2,53.32,53.75,1182.08,68,Cash,Delivered,4.9,Vikas
701244,7/21/2025,Vadodara,South Treat,Chinese,Manchurian,2,299.16,7.07,36.6,29.56,657.41,46,Wallet,Delivered,4.2,Priya
701245,4/25/2026,Pune,Chinese Wok,South Indian,Idli,1,349.42,64.99,46.15,14.22,344.8,74,Cash,Delivered,4.8,Karan
701246,2/15/2025,Jaipur,Food Fiesta,Beverages,Fresh Juice,4,232.95,24.9,54.88,45.34,1007.12,26,Wallet,Delivered,4.4,Neha
701247,5/13/2026,Ahmedabad,Burger House,Dessert,Brownie,4,142.87,69.28,24.84,25.11,552.15,47,Wallet,Delivered,4.2,Vikas
701248,2/19/2025,Vadodara,South Treat,North Indian,Paneer Butter Masala,4,291.35,44.12,43.32,56.06,1220.66,16,Card,Delivered,4.4,Priya
701249,11/13/2025,Surat,Food Fiesta,Burger,Paneer Burger,5,120.18,33.45,54.39,28.37,650.21,49,UPI,Cancelled,,Amit
701250,11/22/2025,Jaipur,Pizza Corner,South Indian,Idli,5,325.27,11.6,20.62,80.74,1716.11,43,UPI,Delivered,4.7,Rahul
701251,5/7/2025,Ahmedabad,Burger House,South Indian,Idli,1,312.49,33.05,31.41,13.97,324.82,54,Card,Delivered,4.8,Rahul
701252,7/26/2025,Surat,South Treat,Pizza,Veg Supreme,2,160.56,40.73,37.4,14.02,331.81,33,Cash,Delivered,4,Vikas
701253,1/15/2025,Surat,Pizza Corner,Biryani,Paneer Biryani,3,374.28,21.7,46,55.06,1202.2,32,Card,Delivered,3.7,Rahul
701254,4/28/2025,Surat,Urban Tadka,South Indian,Idli,3,318.3,12.64,31.78,47.11,1021.15,41,Wallet,Cancelled,,Ravi
701255,3/6/2026,Gandhinagar,South Treat,Chinese,Noodles,5,176.74,71.15,53.29,40.63,906.47,63,Card,Cancelled,,Priya
701256,12/3/2025,Ahmedabad,Spice Hub,Dessert,Brownie,5,358,47.59,40.32,87.12,1869.85,66,UPI,Delivered,3.5,Karan
701257,6/6/2026,Jaipur,Pizza Corner,North Indian,Paneer Butter Masala,5,313.02,46.06,34.27,75.95,1629.26,57,Wallet,Delivered,3.2,Amit
701258,6/13/2026,Rajkot,Spice Hub,Biryani,Paneer Biryani,5,87.4,8.49,31.63,21.43,481.57,45,Cash,Cancelled,,Amit
701259,3/19/2026,Rajkot,Spice Hub,Chinese,Noodles,4,214.95,49.74,26,40.5,876.56,72,Wallet,Delivered,4.7,Ravi
701260,6/7/2025,Pune,Pizza Corner,Beverages,Cold Coffee,5,220.72,65.23,32.51,51.92,1122.8,43,UPI,Delivered,4.4,Suresh
701261,1/14/2025,Jaipur,South Treat,Burger,Cheese Burger,2,295.35,53.11,33.14,26.88,597.61,18,Wallet,Delivered,3.3,Karan
701262,2/19/2026,Mumbai,Chinese Wok,North Indian,Naan Combo,1,376.02,54.56,50.06,16.07,387.59,30,Card,Delivered,4.3,Amit
701263,2/28/2025,Gandhinagar,Urban Tadka,Chinese,Noodles,5,319.12,33,56.28,78.13,1697.01,40,UPI,Cancelled,,Neha
701264,7/4/2025,Rajkot,Pizza Corner,Biryani,Hyderabadi Veg,3,123.33,17.12,44.09,17.64,414.6,53,UPI,Delivered,3.4,Suresh
701265,5/18/2025,Surat,Urban Tadka,Beverages,Fresh Juice,3,219.57,40.57,48.84,30.91,697.89,73,Wallet,Delivered,5,Karan
701266,8/14/2025,Rajkot,Food Fiesta,South Indian,Idli,2,372.93,51.83,59.3,34.7,788.03,73,Cash,Cancelled,,Vikas
701267,9/19/2025,Jaipur,Pizza Corner,South Indian,Uttapam,2,161.31,4.86,26.16,15.89,359.81,57,Card,Cancelled,,Amit
701268,1/14/2026,Gandhinagar,Spice Hub,Pizza,Margherita,3,247.29,1.61,39.69,37.01,816.96,46,Cash,Delivered,4.5,Priya
701269,7/11/2025,Rajkot,South Treat,Beverages,Lassi,3,209.81,1.98,44.65,31.37,703.47,59,Cash,Cancelled,,Vikas
701270,3/26/2026,Mumbai,Chinese Wok,Dessert,Brownie,5,357.55,21.87,47.34,88.29,1901.51,70,Wallet,Delivered,4.4,Priya
701271,12/19/2025,Gandhinagar,Burger House,North Indian,Naan Combo,3,103.5,31.86,21.75,13.93,314.32,46,Wallet,Delivered,4.6,Amit
701272,10/17/2025,Gandhinagar,Chinese Wok,South Indian,Idli,3,290.75,63.91,41.17,40.42,889.93,33,Cash,Delivered,4.4,Vikas
701273,3/16/2026,Vadodara,Pizza Corner,Biryani,Veg Biryani,2,86.92,62.74,34.21,5.55,150.86,66,Wallet,Cancelled,,Ravi
701274,6/21/2025,Jaipur,South Treat,Burger,Paneer Burger,4,255,60.57,36.34,47.97,1043.74,73,Wallet,Delivered,4.3,Ravi
701275,5/14/2026,Rajkot,Food Fiesta,Burger,Paneer Burger,3,374.97,57.69,48.21,53.36,1168.79,16,UPI,Cancelled,,Vikas
701276,5/25/2025,Gandhinagar,Spice Hub,Chinese,Noodles,3,392.01,60.33,39.48,55.79,1210.97,44,Wallet,Delivered,4.2,Neha
701277,2/17/2025,Jaipur,Biryani Express,South Indian,Idli,1,112.16,43.28,39.88,3.44,112.2,62,Card,Delivered,3.2,Ravi
701278,1/12/2025,Ahmedabad,Burger House,Pizza,Margherita,4,309.76,73.35,49.75,58.28,1273.72,37,Wallet,Delivered,3.5,Rahul
701279,6/25/2025,Ahmedabad,South Treat,Biryani,Paneer Biryani,3,224.4,17.31,51.93,32.79,740.61,61,Wallet,Delivered,4.5,Ravi
701280,12/18/2025,Pune,Urban Tadka,Beverages,Fresh Juice,4,163.19,75.94,26.46,28.84,632.12,49,Card,Cancelled,,Priya
701281,5/28/2026,Rajkot,Food Fiesta,Burger,Veg Burger,1,233.51,11.1,55.8,11.12,289.33,31,Card,Delivered,4.8,Amit
701282,5/26/2026,Surat,Food Fiesta,Chinese,Noodles,5,124.91,73.39,23.18,27.56,601.9,75,Card,Cancelled,,Vikas
701283,1/31/2026,Gandhinagar,Pizza Corner,Burger,Veg Burger,2,94.62,1.26,57.84,9.4,255.22,40,Wallet,Cancelled,,Karan
701284,1/13/2025,Pune,Spice Hub,Chinese,Noodles,5,121.25,23.66,31.07,29.13,642.79,72,Cash,Delivered,4.7,Ravi
701285,4/4/2025,Mumbai,Burger House,Chinese,Noodles,1,360.71,37.43,54.2,16.16,393.64,58,Cash,Delivered,3.5,Neha
701286,11/9/2025,Pune,Urban Tadka,Beverages,Cold Coffee,4,194.95,66.72,34.68,35.65,783.41,67,Card,Delivered,4.5,Amit
701287,3/27/2026,Jaipur,Urban Tadka,Dessert,Brownie,3,395.19,40.26,22.84,57.27,1225.42,20,Wallet,Cancelled,,Rahul
701288,3/13/2025,Rajkot,Chinese Wok,Biryani,Veg Biryani,1,220.73,41.12,32.82,8.98,221.41,23,UPI,Delivered,3.5,Priya
701289,8/23/2025,Vadodara,Urban Tadka,South Indian,Masala Dosa,2,313.58,26.44,56.75,30.04,687.51,38,Wallet,Delivered,4.8,Rahul
701290,12/20/2025,Mumbai,Chinese Wok,Pizza,Farmhouse,5,284.01,37.64,26.86,69.12,1478.39,38,Card,Delivered,3.3,Rahul
701291,8/7/2025,Pune,Food Fiesta,Burger,Paneer Burger,4,343.54,69.28,37.85,65.24,1407.97,67,Cash,Delivered,4.8,Ravi
701292,1/19/2025,Mumbai,South Treat,Chinese,Noodles,1,330.32,70.3,40.25,13,313.27,58,Wallet,Delivered,4.8,Ravi
701293,10/28/2025,Jaipur,Burger House,Chinese,Fried Rice,4,119.92,64.02,46.67,20.78,483.11,46,Wallet,Delivered,4.4,Vikas
701294,3/23/2025,Ahmedabad,Chinese Wok,Chinese,Manchurian,3,257.8,79.62,38.43,34.69,766.9,58,Cash,Cancelled,,Ravi
701295,3/28/2025,Pune,Biryani Express,Dessert,Ice Cream,3,112.43,1.72,48.83,16.78,401.18,35,Cash,Delivered,4.3,Amit
701296,7/13/2025,Ahmedabad,Chinese Wok,Beverages,Fresh Juice,1,212.28,47.67,22,8.23,194.84,43,UPI,Delivered,3.1,Suresh
701297,9/14/2025,Gandhinagar,Urban Tadka,Beverages,Fresh Juice,3,394.09,16.43,33.94,58.29,1258.07,61,Cash,Cancelled,,Karan
701298,12/18/2025,Jaipur,Biryani Express,North Indian,Dal Makhani,3,274.51,24.51,27.17,39.95,866.14,39,Card,Delivered,3.7,Ravi
701299,5/29/2025,Jaipur,Urban Tadka,Pizza,Farmhouse,5,390.08,79.6,26.76,93.54,1991.1,74,UPI,Delivered,4.9,Karan
701300,4/1/2026,Jaipur,Pizza Corner,Pizza,Veg Supreme,5,141.02,55.38,56.14,32.49,738.35,59,Cash,Delivered,3.2,Amit
